title,id,release_year,main_character_name,main_character_gender,country,main_character_role
Dear Thomas,tt14873088,2021,Albrecht Schuch,Male,Germany,writer
"It's Just a Phase, Honeybunny",tt13021476,2021,Christoph Maria Herbst,Male,Germany,writer
Lara,tt7275830,2019,Corinna Harfouch,Female,Germany,career
The Trouble with Being Born,tt9220966,2020,Lena Watson,Male,Germany,model
Leberkäsjunkie,tt10375682,2019,Sebastian Bezzel,Male,Germany,officer
Ein Sommer in Südtirol,tt15227894,2021,Maike Jüttendonk,Female,Germany,master
The Space Between the Lines,tt8435892,2019,Nora Tschirner,Female,Germany,newspaper
Head Burst,tt8603122,2019,Max Riemelt,Male,Germany,architect
Sörensen hat Angst,tt12508520,2020,Bjarne Mädel,Male,Germany,inspector
Windstorm 4: Ari's Arrival,tt9182284,2019,Luna Paiano,Female,Germany,riding instructor
Axiom,tt14581084,2022,Moritz von Treuenfels,Male,Germany,museum attendant
Stand Up,tt10536638,2021,Timo Jacobs,Male,Germany,career
Nico,tt13793134,2021,Sara Fazilat,Female,Germany,detective
Prince,tt10603372,2021,Ursula Strauss,Female,Germany,curator
Gate to Heaven,tt9045740,2019,Richard Sammel,Male,Germany,journalist
The Last City,tt11638970,2020,John Erdman,Male,Germany,archaeologist
Gipsy Queen,tt6593706,2019,Alina Serban,Female,Germany,trainer
I've Never Been to New York,tt8437226,2019,Heike Makatsch,Female,Germany,television presenter
Nö,tt9409660,2021,Anna Brüggemann,Male,Germany,actress
Get Lucky,tt8890434,2019,Palina Rojinski,Female,Germany,sexologist
Echte Bauern singen besser,tt7670270,2019,Hans Jürgen Alf,Male,Germany,journalist
Heritage,tt5183990,2019,Bettina Zimmermann,Female,Germany,dr.
Bis zum letzten Tropfen,tt18885042,2022,Sebastian Bezzel,Male,Germany,mayor
De l'air,tt13919618,2021,Eva Meckbach,Female,Germany,actress
Auf dem Grund,tt10355512,2022,Claudia Michelsen,Female,Germany,scout
Goblin - Das ist echt Troll,tt11185162,2019,Helmut Krauss,Male,Germany,dr.
Rogue Trader,tt15823608,2021,Paulo Andre Aragao,Male,Germany,banker
At His Side,tt14365106,2021,Senta Berger,Female,Germany,conductor
Lichter der Stadt,tt11767122,2020,Eric Carter,Male,Germany,dealer
Golden Twenties,tt8354304,2019,Henriette Confurius,Female,Germany,career
Lips & Tips,tt16048068,2021,Vivien König,Male,Germany,stewardess
Barfuß durch Australien,tt12146502,2020,Anneke Kim Sarnau,Female,Germany,hotel manager
Effigy: Poison and the City,tt9075008,2019,Suzan Anbeh,Female,Germany,master
Clueless in Ireland,tt12905244,2022,Andrea Sawatzki,Female,Germany,secretary
Prof. Wall im Bordell,tt6089730,2019,Emilia Schüle,Female,Germany,prostitute
Fast perfekt verliebt,tt8772932,2019,Katharina Schüttler,Female,Germany,engineer
Klara Sonntag - Liebe macht blind,tt15122280,2022,Mariele Millowitsch,Female,Germany,probation officer
Goosebumps,tt16441788,2022,Esther Zimmering,Female,Germany,singer
Ein Sommer an der Algarve,tt10828360,2019,Bea Brocks,Female,Germany,dr.
Das Unwort,tt12811470,2020,Iris Berben,Female,Germany,dr.
"Servus, Schwiegermutter!",tt15732062,2021,Aram Arami,Male,Germany,model
Zum Glück gibt's Schreiner,tt9200610,2020,Henriette Richter-Röhl,Female,Germany,lawyer
Music and Apocalypse,tt7939182,2019,Sarah Ralfs,Male,Germany,scientist
Truth and a Lie,tt10355558,2019,Natalia Wörner,Female,Germany,lawyer
Die Welt steht still,tt15740530,2021,Natalia Wörner,Female,Germany,dr.
"Die Luft, die wir atmen",tt13472408,2021,Neda Rahmanian,Female,Germany,dr.
Theresa Wolff - Waidwund,tt20118606,2022,Nina Gummich,Female,Germany,dr.
A Voluntary Year,tt10652780,2019,Maj-Britt Klenke,Female,Germany,volunteer
Das Boot: Welterfolg aus der Tiefe,tt13859800,2021,Ulrike Knospe,Female,Germany,narrator
"Servus, Schwiegersohn!",tt11108748,2019,Adnan Maral,Male,Germany,craftsman
Das Leben ist kein Kindergarten,tt11594108,2020,Oliver Wnuk,Male,Germany,doctor
Two Trees in Jerusalem,tt16436502,2022,Benjamin Sadler,Male,Germany,narrator
Todesengel,tt10355472,2019,Peter Lohmeyer,Male,Germany,journalist
Strawalde alias Jürgen Böttcher,tt15128568,2021,Frank Arnold,Male,Germany,narrator
