title,release_year,main_character_name,main_character_gender,country
Franzie,2010,Mimí Ardú,Female,Argentina
To Heaven,2012,Ana Angelillo,Male,Argentina
Errata,2012,Federico D'Elía,Male,Argentina
The Second Death,2012,Evangelina Cueto,Male,Argentina
Villegas,2012,Esteban Lamothe,Male,Argentina
My Days with Gloria,2010,Isabel Sarli,Female,Argentina
Stealing Summers,2011,Sophie Auster,Female,Argentina
Las voces,2012,Alejandro Awada,Male,Argentina
Dromómanos,2012,Brian Buley,Male,Argentina
The Bell,2011,Jorge Nolasco,Male,Argentina
Talleres clandestinos,2010,Vanessa Salgueiro,Male,Argentina
Adrift,2012,Mónica Lairana,Female,Argentina
Blood Brothers,2012,Alejandro Parrilla,Male,Argentina
Rosalinda,2011,Luciana Acuña,Male,Argentina
Soledad y Larguirucho,2012,Guillermo Andino,Male,Argentina
A Mysterious World,2011,Esteban Bigliardi,Male,Argentina
Nocturnos,2011,Esteban Lamothe,Male,Argentina
Estamos Juntos,2011,Leandra Leal,Female,Argentina
Domingo de ramos,2010,Susana Aldrovandi,Male,Argentina
Nosilatiaj. La Belleza,2012,Rosmeri Segundo,Male,Argentina
The Lips,2010,Victoria Raposo,Male,Argentina
"Neither God, Nor Master or Husband",2010,Ulises Dumont,Male,Argentina
The Flaying,2012,Olivia Tykocki,Male,Argentina
Another Heart,2012,Fabián Gianola,Male,Argentina
Peter Capusotto y sus 3 dimensiones,2012,Diego Capusotto,Male,Argentina
La Cacería,2012,Roberto Carnaghi,Male,Argentina
Miss Tacuarembó,2010,Natalia Oreiro,Female,Argentina
What I Love the Most,2010,Leonardo Castañeda,Male,Argentina
The New Life,2011,Germán Palacios,Male,Argentina
The Clairvoyant's Prayer,2012,Mimí Ardú,Female,Argentina
La máquina que escupe monstruos y la chica de mis sueños,2012,Paula Carruega,Female,Argentina
El décimo infierno,2010,Luis Edgardo Argañarás,Male,Argentina
Ocio,2010,Santiago Barrionuevo,Male,Argentina
Caprichosos de San Telmo,2011,Gabriel Acevedo,Male,Argentina
Deus Irae,2010,Gastón Ricaud,Male,Argentina
Lengua materna,2010,Claudia Lapacó,Female,Argentina
Germania,2012,Margarita Greifenstein,Male,Argentina
Una mujer sucede,2012,Oscar Alegre,Male,Argentina
Sin pulso,2011,Santiago Zapata,Male,Argentina
Maytland,2010,Victor Maytland,Male,Argentina
El hada buena - Una fábula peronista,2010,Alejandro Parrilla,Male,Argentina
La cola,2012,Alejandro Awada,Male,Argentina
Clubbing,2010,Francisco Colja,Male,Argentina
Cruzadas,2011,Moria Casán,Female,Argentina
I Got Lost a Week Ago,2012,Eva Bianco,Female,Argentina
No Signal,2012,Karina Androvich,Male,Argentina
The Recount of the Damages,2010,Eva Bianco,Female,Argentina
Sadomaster Locura General,2011,Ezequiel Hansen,Male,Argentina
Cassandra,2012,Edgardo Cozarinsky,Male,Argentina
The Chosen Heaven,2010,Juan Minujín,Male,Argentina
Uno,2011,Carlos Belloso,Male,Argentina
El vagoneta en el mundo del cine,2012,Nicolás Abeles,Male,Argentina
Las Pibas,2012,Fiorella Yemina Aita,Male,Argentina
Hotel Y,2012,María Alche,Female,Argentina
Who Is Echegoyen?,2010,Hugo Halbrich,Male,Argentina
Pots and Pans,2012,Federico Luppi,Male,Argentina
The Winter of the Odd Ones Out,2010,Max Berliner,Male,Argentina
The Way Between Two Points,2010,Jose Soraide,Male,Argentina
From Tuesday to Tuesday,2012,Alejandro Awada,Male,Argentina
Hermanitos del fin del mundo,2011,Diego Topa,Male,Argentina
"Cipriano, yo hice el 17 de octubre",2011,Carlos Berraymundo,Male,Argentina
Secuestro y muerte,2010,Alberto Ajaka,Male,Argentina
Sutiles diferencias,2010,Nicolás Condito,Male,Argentina
Could See a Puma,2011,Fernando Contigiani García,Male,Argentina
Paraíso de sangre,2011,Vanesa Borghi,Female,Argentina
Flacas Vacas,2012,Mario Aguerre,Male,Argentina
Topos,2012,Pompeyo Audivert,Male,Argentina
Restos,2010,Analía Couceyro,Female,Argentina
Sadourni's Butterflies,2012,Antonella Costa,Female,Argentina
Glorious Accidents,2011,Cristina Banegas,Female,Argentina
Un ovni sobre mi cama,2011,Eric Calzado,Male,Argentina
La despedida,2012,Carlos Issa,Male,Argentina
El notificador,2011,Mario Alarcón,Male,Argentina
Rita and Li,2010,Julieta Ortega,Female,Argentina
El abismo... todavía estamos,2011,Juan Palomino,Male,Argentina
"Liniers, la película",2011,Guillermo Pfening,Male,Argentina
Road July,2011,Betiana Blum,Female,Argentina
The Last Look,2011,Eugeni Roig,Male,Argentina
"Schafhaus, casa de ovejas",2011,María Lía Bagnoli,Male,Argentina
Ni un hombre más,2012,Valeria Bertuccelli,Female,Argentina
Mercedes,2010,Andrea Del Boca,Female,Argentina
El espía,2010,Guillermo Arengo,Male,Argentina
Nosotras sin mamá,2011,Eugenia Guerty,Female,Argentina
La voz,2010,Alejandro Awada,Male,Argentina
Volver al ruedo,2011,Mónica Ayos,Female,Argentina
Lucho and Ramos,2010,Fernando Brunet,Male,Argentina
Hipólito,2011,Tomás Gianola,Male,Argentina
El borde del tiempo,2011,Alejandro Awada,Male,Argentina
Daños colaterales,2012,Hugo Arana,Male,Argentina
Más adelante,2010,Jorge Booth,Male,Argentina
Familia para armar,2011,Norma Aleandro,Female,Argentina
Lila,2012,Mario Alarcón,Male,Argentina
The Sound of the Stars Dazes Me,2012,José Maldonado,Male,Argentina
El espacio entre los dos,2012,Florencia Decall,Male,Argentina
La Noche del Chihuahua,2012,Iván Espeche,Male,Argentina
Un mundo seguro,2012,Carlos Belloso,Male,Argentina
La patria equivocada,2011,Juana Viale,Female,Argentina
Lenin en Maracaibo,2010,Carlos Rivas,Male,Argentina
Pies en la tierra,2012,Carlos Belloso,Male,Argentina
Samurai,2012,Alejandro Awada,Male,Argentina
Industria Argentina,2011,Carlos Portaluppi,Male,Argentina
"El Tabarís, lleno de estrellas",2012,Silvina Acosta,Female,Argentina
Elegía de abril,2010,Adriana Aizemberg,Female,Argentina
El chantaje de un hombre solo,2012,Alejandro Armenti,Male,Argentina
Un Fotógrafo,2010,Arturo Goetz,Male,Argentina
Noches Desveladas,2012,Fernando Acosta,Male,Argentina
Historia del Mal,2011,Sonia Costantini,Male,Argentina
Civilización,2012,León Ferrari,Male,Argentina
El invitado de piedra,2012,Mauro Altschuler,Male,Argentina
Orillas,2011,Leonel Arancibia,Male,Argentina
La sensibilidad,2011,Laura Espíndola de Pesci,Male,Argentina
NiNa,2010,Natalia Gutiérrez,Male,Argentina
Cuatro de copas,2012,Daniel Aráoz,Male,Argentina
Peanuts One Dollar,2010,Norman Briski,Male,Argentina
The Keys,2011,Hernán Morán,Male,Argentina
La revolución es un sueño eterno,2012,Lito Cruz,Male,Argentina
Making off Sangriento: Masacre en el set de Filmación,2012,Marcelo Pocavida,Male,Argentina
Una vez más,2010,Felipe Viel,Male,Argentina
Pescados,2010,Juana Molina,Female,Argentina
Eva from Argentina,2011,Carlos Portaluppi,Male,Argentina
Que viva el agua,2012,Rosario Bléfari,Female,Argentina
Cynthia todavía tiene las llaves,2010,María Villar,Female,Argentina
Destiempo,2010,Guadalupe Docampo,Female,Argentina
Grrr,2012,Leonardo De Souza,Male,Argentina
"Marisa, 80 kilos",2011,Julián Krakov,Male,Argentina
Esa soy yo,2010,Belén Blanco,Female,Argentina
Nothing But Thin Air,2010,Ignacio Rogers,Male,Argentina
El mar,2012,Inés Efron,Female,Argentina
Un día y todos los días,2012,Héctor Bordoni,Male,Argentina
Historias breves 7,2012,Alberto Ajaka,Male,Argentina
El amor cambia,2011,Ignacio Rogers,Male,Argentina
La mañana de Navidad,2012,Julieta Zylberberg,Female,Argentina
Gente querible,2010,Leonardo Favio,Male,Argentina
Malvo,2010,Fabio Di Tomaso,Male,Argentina
Historias Breves VII: Tres historias cuatro,2012,Fabián Arenillas,Male,Argentina
La pileta,2011,Inés Efron,Female,Argentina
La verdad sobre el caso Lisandro Carrillo,2010,Edda Díaz,Female,Argentina
Chasqui,2010,Diego Capusotto,Male,Argentina
Farewell,2012,Juan Palomino,Male,Argentina
Tigre,2010,Katja Alemann,Female,Argentina
Nina Argentina,2011,Fanny Risberg,Female,Argentina
La leyenda del ceibo,2010,Ernesto Chacón Oribe,Male,Argentina
Guillermina P.,2010,Ramón de Oliveira Cézar,Male,Argentina
Aurelia y un sueño,2012,Victoria Almeida,Female,Argentina
Bodas de plata,2011,Arturo Bonín,Male,Argentina
Corazones en llamas,2011,Juanjo Martínez,Male,Argentina
Nómade,2010,Mike Amigorena,Male,Argentina
Wild Tales,2014,Darío Grandinetti,Male,Argentina
Embrace of the Serpent,2015,Nilbio Torres,Male,Argentina
Hawaii,2013,Manuel Vignau,Male,Argentina
Truman,2015,Ricardo Darín,Male,Argentina
Underdogs,2013,Gabriel Almirón,Male,Argentina
"The Boss, Anatomy of a Crime",2014,Guillermo Pfening,Male,Argentina
The Clan,2015,Guillermo Francella,Male,Argentina
Bad Hair,2013,Samuel Lange Zambrano,Male,Argentina
Butterfly,2015,Ailín Salas,Female,Argentina
The Third One,2014,Carlos Echevarría,Male,Argentina
Thesis on a Homicide,2013,Ricardo Darín,Male,Argentina
Lion's Heart,2013,Guillermo Francella,Male,Argentina
Amapola,2014,Camilla Belle,Female,Argentina
The 7th Floor,2013,Ricardo Darín,Male,Argentina
They Returned,2015,Valentina Sartorelli,Male,Argentina
Sexual Tension: Violetas,2013,Ana Lucia Antony,Female,Argentina
Vuelve,2013,Renzo Sabelli,Male,Argentina
Night,2013,Flavia Noguera,Male,Argentina
Jess & James,2015,Martín Karich,Male,Argentina
She Wolf,2013,Mónica Lairana,Female,Argentina
The Irish Prisoner,2015,Alexia Moyano,Female,Argentina
Volley,2014,Martín Piroyansky,Male,Argentina
The Rotten Link,2015,Luis Ziembrowski,Male,Argentina
"Sexo fácil, películas tristes",2014,Ernesto Alterio,Male,Argentina
Sunstrokes,2014,Marina Bellati,Female,Argentina
Paulina,2015,Dolores Fonzi,Female,Argentina
No Kids,2015,Diego Peretti,Male,Argentina
Aire Libre,2014,Máximo Silva,Male,Argentina
When Your Flesh Screams,2015,Victoria Witemburg,Male,Argentina
Sand Dollars,2014,Geraldine Chaplin,Female,Argentina
Matias and Jeronimo,2015,Rodrigo Coutinho Da Silva,Male,Argentina
The Memory of Water,2015,Elena Anaya,Female,Argentina
"Tlatelolco, Verano de 68",2013,Teresa Ruiz,Female,Argentina
The Innocents,2015,María Eugenia Arboleda,Male,Argentina
The Land of Silence,2014,Gilberto Barraza,Male,Argentina
Kryptonite,2015,Diego Velázquez,Male,Argentina
"Bergoglio, the Pope Francis",2015,Darío Grandinetti,Male,Argentina
Holiday,2014,Juan Arregui,Male,Argentina
My Friend from the Park,2015,Julieta Zylberberg,Female,Argentina
Choele,2013,Leonardo Sbaraglia,Male,Argentina
The Fire,2015,Pilar Gamboa,Female,Argentina
The Reconstruction,2013,Diego Peretti,Male,Argentina
Stolen Tango,2015,Maiamar Abrodos,Female,Argentina
Strange Days,2015,Luna Acosta,Male,Argentina
Die Offenbarung des Michelangelo,2013,Patricio Contreras,Male,Argentina
Pensé que iba a haber fiesta,2013,Elena Anaya,Female,Argentina
Two Shots Fired,2014,Susana Pampín,Female,Argentina
Papeles en el viento,2015,Paola Barrientos,Female,Argentina
Refugiado,2014,Julieta Díaz,Female,Argentina
El espejo de los otros,2015,Oscar Martínez,Male,Argentina
Still Life,2014,Mercedes Oviedo,Female,Argentina
Pasaje de vida,2015,Chino Darín,Male,Argentina
The Mystery of Happiness,2014,Guillermo Francella,Male,Argentina
The Desert,2013,Victoria Almeida,Female,Argentina
Betibú,2014,Mercedes Morán,Female,Argentina
Daemonium: Soldier of the Underworld,2015,Caro Angus,Male,Argentina
Inevitable,2013,Antonella Costa,Female,Argentina
Roa,2013,César Bordón,Male,Argentina
Atlántida,2014,Melissa Romero,Male,Argentina
5.5.5,2013,Antonio Birabent,Male,Argentina
The Third Side of the River,2014,Alián Devetac,Male,Argentina
The Guest,2014,Daniela Vega,Female,Argentina
Hotel Infierno,2015,Laura Angrisani,Male,Argentina
Resurrection,2015,Patricio Contreras,Male,Argentina
Caídos del mapa,2013,Eugenia Alonso,Female,Argentina
History of Fear,2014,Jonathan Da Rosa,Male,Argentina
Tokio,2015,Graciela Borges,Female,Argentina
El Cinco,2014,Diego Mattioli,Male,Argentina
Evil Woman,2013,Florencia Raggi,Female,Argentina
I'm Not Lorena,2014,Loreto Aravena,Female,Argentina
Arrebato,2014,Pablo Echarri,Male,Argentina
La mujer de los perros,2015,Verónica Llinás,Female,Argentina
Alone with You,2013,Ariadna Gil,Female,Argentina
AgainstBlood,2015,Emilia Attías,Female,Argentina
Delirium,2014,Ramiro Archain,Male,Argentina
Alexia,2013,Sergio Berón,Male,Argentina
Back to the Siam,2013,Gonzalo Roldán,Male,Argentina
La Secta,2014,Patricia Fishman,Male,Argentina
Showroom,2014,Diego Peretti,Male,Argentina
"Here, Kitty Kitty",2014,Eryn Foster,Male,Argentina
Labia,2014,Elena Boggan,Male,Argentina
Los hongos,2014,Jovan Alexis Marquinez,Male,Argentina
"Fermín, glorias del tango",2014,Héctor Alterio,Male,Argentina
The Santiso Report,2015,Leonora Balcarce,Female,Argentina
Rabbit Woman,2013,Gloria Carrá,Female,Argentina
Believe,2014,Luis Casasola,Male,Argentina
Omission,2013,Gonzalo Heredia,Male,Argentina
Some Girls,2013,Cecilia Rainero,Female,Argentina
La niña de tacones amarillos,2015,Mercedes Burgos,Male,Argentina
El inicio de Fabrizio,2015,Lucas Aranda,Male,Argentina
Surviving the 70's,2015,Alejandro Awada,Male,Argentina
Anagramas,2014,Leonora Balcarce,Female,Argentina
Onyx,2015,Naiara Awada,Female,Argentina
Pájaros Negros,2015,Juan Alari,Male,Argentina
Lulu,2014,Daniel Melingo,Male,Argentina
Baires,2015,Germán Palacios,Male,Argentina
Alma,2015,Javiera Contador,Female,Argentina
Gato negro,2014,Luciano Cáceres,Male,Argentina
Paula,2015,Denise Labbate,Male,Argentina
Ciencias naturales,2014,Paula Galinelli Hertzog,Male,Argentina
Camino de campaña,2014,María Abadi,Female,Argentina
El Secreto De Lucia,2014,Emilia Attías,Female,Argentina
8 Tiros,2015,Daniel Aráoz,Male,Argentina
God's Slave,2013,Mohammed Alkhaldi,Male,Argentina
Reimon,2014,Marcela Dias,Male,Argentina
Indoors,2013,Lucas Lagré,Male,Argentina
Rooster's Blood,2015,Santiago Pedrero,Male,Argentina
Chacabuco,2015,Malena Villa,Female,Argentina
New Life,2015,Ana Colque,Male,Argentina
Ditches,2015,Diego Alonso Gómez,Male,Argentina
Condenados,2013,Victoria Aragón,Male,Argentina
Por un puñado de pelos,2014,Norma Argentina,Female,Argentina
La isla del viento,2015,Víctor Clavijo,Male,Argentina
The Owners,2013,Rosario Bléfari,Female,Argentina
Música para Elegidos,2014,Barbie Funes,Male,Argentina
The Mud Woman,2015,Catalina Saavedra,Female,Argentina
"Operación México, un pacto de amor",2015,Luciano Cáceres,Male,Argentina
The Gold Bug,2014,Luciana Acuña,Male,Argentina
Dead Heart,2015,Ariadna Asturzzi,Female,Argentina
Entre ríos: todo lo que no dijimos,2014,Eugenia Alonso,Female,Argentina
La noche del lobo,2014,Silvina Acosta,Female,Argentina
Los posibles,2013,Alejandro Alvarenga,Male,Argentina
Parabellum,2015,Eva Bianco,Female,Argentina
Darkness by Day,2013,Pablo Caramelo,Male,Argentina
"Paraíso, una historia de heterónimos",2015,Héctor Gióvine,Male,Argentina
Somewhere Beautiful,2014,María Alche,Female,Argentina
Internet Junkie,2015,Antonio Birabent,Male,Argentina
Easy Ball,2015,Carlos Portaluppi,Male,Argentina
Norte Estrecho,2015,Carmen Salinas,Female,Argentina
In the Clouds,2014,Valeria Blanc,Male,Argentina
Miramar,2014,Eva Bianco,Female,Argentina
Rambleras,2013,Adriana Aizemberg,Female,Argentina
Matrimonio,2013,Cecilia Roth,Female,Argentina
Destino anunciado,2013,Natalia Aparicio,Female,Argentina
The Movement,2015,Pablo Cedrón,Male,Argentina
Upa! 2,2015,Nancy Dupláa,Female,Argentina
Congreso,2013,Ezequiel Tronconi,Male,Argentina
Una noche sin luna,2014,Marcel Keoroglian,Male,Argentina
Un amor en tiempos de selfies,2014,Martín Bossi,Male,Argentina
The Last Family Holidays,2013,Luis Alvarez Moya,Male,Argentina
La vida después,2015,José Luis Alfonzo,Male,Argentina
"Habi, la extranjera",2013,Martina Juncadella,Female,Argentina
How to Win Enemies,2014,Martín Slipak,Male,Argentina
Los del suelo,2015,César Albarracín,Male,Argentina
El grito en la sangre,2014,Abel Ayala,Male,Argentina
El Pelotudo,2014,Michel Gurfi,Male,Argentina
Reading by Justino,2013,Julieta Cardinali,Female,Argentina
My Fault,2015,María Canale,Female,Argentina
P3nd3jo5,2013,Mariano Blanco,Male,Argentina
Paradise for the Damned,2013,Joaquín Furriel,Male,Argentina
The Project of the Century,2015,Mario Balmaseda,Male,Argentina
Planta madre,2014,Robertino Granados,Male,Argentina
Palmera,2013,Cecilia Barros,Male,Argentina
Lo que nunca nos dijimos,2015,Flavia Atencio,Male,Argentina
Chicos Católicos Apostólicos y Romanos #themovie,2014,Darío Barassi,Male,Argentina
Historias Breves 9: Videojuegos,2014,Fabián Arenillas,Male,Argentina
Mauro,2014,Victoria Bustamante,Male,Argentina
Hortensia,2015,Camila Romagnolo,Male,Argentina
Rouhgneck,2014,Pablo Cedrón,Male,Argentina
Luna en Leo,2013,Carla Pandolfi,Female,Argentina
"Love, Sometimes",2013,Leticia Brédice,Female,Argentina
All Night Long,2015,Martín Slipak,Male,Argentina
Historias Breves 9,2014,Alberto Ajaka,Male,Argentina
El karma de Carmen,2014,Laura Azcurra,Female,Argentina
Dentro del fuego,2014,Damián Beraldo,Male,Argentina
Hugo Paco Luis y tres chicas de rosa,2013,Nicolás Pauls,Male,Argentina
"Bien de Familia, una película musical",2015,Eliseo Barrionuevo,Male,Argentina
Uno mismo,2015,Chino Darín,Male,Argentina
Vuelven,2013,Damián Beraldo,Male,Argentina
The Ways of Wine,2015,Charlie Arturaola,Male,Argentina
Las chicas del 3º,2014,Betiana Blum,Female,Argentina
Cuerpo de letra,2015,Ezequiel Amorelli,Male,Argentina
El desafío,2015,Nicolás Riera,Male,Argentina
Zombies,2014,Mariana Brangeri,Male,Argentina
Amar es bendito,2013,Claudia Cantero,Female,Argentina
Bomba,2013,Alan Daicz,Male,Argentina
Historias Breves 8,2013,Ana Pauls,Female,Argentina
Cuando yo te vuelva a ver,2013,Ana María Picchio,Female,Argentina
Cichonga,2013,El Cicho,Male,Argentina
Todo el tiempo del mundo,2015,Juan Ignacio Croce,Male,Argentina
Nacido para morir,2014,Leandro Cóccaro,Male,Argentina
The Militant,2013,Felipe Dieste,Male,Argentina
The Cricket,2013,Galia Kohan,Male,Argentina
Recommended by Enrique,2014,Sarah Swinwood,Male,Argentina
Motín en Sierra Chica,2013,Alberto Ajaka,Male,Argentina
Matar a un perro,2013,Alberto Ajaka,Male,Argentina
La parte ausente,2014,Alberto Ajaka,Male,Argentina
Bohemia,2014,Carla Quevedo,Female,Argentina
Paternoster,2013,Iván Balsa,Male,Argentina
Los Nadies,2014,Arturo Bonín,Male,Argentina
Tejen,2014,Oscar Molinari,Male,Argentina
Los Elegidos,2014,Norma Argentina,Female,Argentina
Lumpen,2013,Sergio Boris,Male,Argentina
I Am Mad,2013,Miguel Ángel Danna,Male,Argentina
El esquema de Ponzi,2013,Carlos Portaluppi,Male,Argentina
Belated,2013,Luis Ziembrowski,Male,Argentina
La utilidad de un revistero,2013,Yanina Gruden,Male,Argentina
Derecho de piso,2014,Mimí Ardú,Female,Argentina
La Intrusa,2015,Cristina Banegas,Female,Argentina
La Salada,2014,Chang Sung Kim,Male,Argentina
Escuela de sordos,2013,Alejandra Agüero,Male,Argentina
El vals de los inútiles,2013,Darío Díaz,Male,Argentina
Historias Breves VII: En carne viva,2013,Mariano Llinás,Male,Argentina
Lock Charmer,2014,Esteban Lamothe,Male,Argentina
Al centro de la Tierra,2015,Tony Zuleta,Male,Argentina
Príncipe azul,2013,Ariel Bonomi,Male,Argentina
Rosa fuerte,2014,Leticia Brédice,Female,Argentina
Fronteras,2014,Vanesa Butera,Female,Argentina
El último verano,2014,Julieta Aiello,Male,Argentina
Viaje a Tombuctú,2014,Élide Brero,Male,Argentina
La gaviota,2014,Lautaro Delgado,Male,Argentina
Vacaciones en Buenos Aires,2013,Lucia Urriaga,Male,Argentina
Abeja Reina,2015,Naiara Awada,Female,Argentina
Justo en lo mejor de mi vida,2015,Pablo Alarcón,Male,Argentina
Bienvenido Brian,2013,Laura Novoa,Female,Argentina
Visiones,2013,José Luis Alfonzo,Male,Argentina
100 años de cine argentino,2014,Mercedes Morán,Female,Argentina
Subte: Polska,2015,Héctor Bidonde,Male,Argentina
Libre de sospecha,2015,Maria Ines Alonso,Male,Argentina
Solo,2013,Enrique Bastos,Male,Argentina
Noche de perros,2015,Facundo Cardosi,Male,Argentina
En vísperas,2014,César Bordón,Male,Argentina
Cuando las hojas tiemblan,2014,Pablo Carrasco,Male,Argentina
Cha3Dmubi,2015,Alfredo Casero,Male,Argentina
Forajidos de la Patagonia,2014,Juan Manuel Rodil,Male,Argentina
Violencia madre,2013,Ana Celentano,Female,Argentina
Brisas heladas,2015,Norman Briski,Male,Argentina
Ghosts of the Road,2013,Rubén Orlando Beltrán,Male,Argentina
Abril,2014,Agustín Pardella,Male,Argentina
Mayo en la avenida,2015,Marilú Marini,Female,Argentina
La piel,2014,Rosario Bléfari,Female,Argentina
Uomo,2013,Adrián Azaceta,Male,Argentina
#Ya,2015,Manuela Hidalgo,Male,Argentina
"Vacas, un vacío lleno de carne",2014,Oscar Alegre,Male,Argentina
Colonizadores del cuadrante omega,2015,Berta Muñiz,Male,Argentina
Pablo's Villa,2013,Pablo Novak,Male,Argentina
Quitral,2013,Diego Alonso Gómez,Male,Argentina
You Will Not Die,2015,Mauro Escalada,Male,Argentina
Mañana todas las cosas,2013,Carla Crespo,Female,Argentina
Forastero,2013,Ignacio Rogers,Male,Argentina
Invisible,2014,Jorge Díez,Male,Argentina
La playa de México,2013,Rita Pauls,Female,Argentina
En Crítica,2014,Alberto Ajaka,Male,Argentina
Palo blanco,2014,Natalia Pelayo,Male,Argentina
Rockero Reyes,2014,Oscar Alegre,Male,Argentina
Esta no es una historia de amor,2013,Ana Pauls,Female,Argentina
Arroz y fósforos,2015,Natalia Rosminati,Female,Argentina
Como un Signo,2014,Carlos Belloso,Male,Argentina
Manías,2015,Juanan Moreno,Male,Argentina
Kombit,2015,Cebe Augustin,Male,Argentina
Historias Breves 9: El Gran Vairitosky,2014,Tino Leunda,Male,Argentina
"Malvinas, 30 miradas",2014,Claudio Rissi,Male,Argentina
Jorge,2015,Ana Pauls,Female,Argentina
The Name of All the Animals,2013,Peter Pank,Male,Argentina
"German, ultimas viñetas",2013,Paula Reca,Female,Argentina
Escuchá,2015,Esteban Bigliardi,Male,Argentina
Corazón Negro,2015,Naty Menstrual,Female,Argentina
Corazones en Llamas 2,2015,Juanjo Martínez,Male,Argentina
La venta del alma,2013,Diego Cremonesi,Male,Argentina
"Ella, la noche",2015,Esteban Bigliardi,Male,Argentina
"Daulte, juego y compromiso, la verdad",2015,Alberto Ajaka,Male,Argentina
La variación de López,2015,Alejandro Catalán,Male,Argentina
Everybody Knows,2018,Penélope Cruz,Female,Argentina
My Best Friend,2018,Angelo Mutti Spinetta,Male,Argentina
The Bar,2017,Blanca Suárez,Female,Argentina
Dry Martina,2018,Antonella Costa,Female,Argentina
At the End of the Tunnel,2016,Leonardo Sbaraglia,Male,Argentina
Esteros,2016,Ignacio Rogers,Male,Argentina
"Tiger, Blood in the Mouth",2016,Leonardo Sbaraglia,Male,Argentina
Centauro,2017,Walter Jakob,Male,Argentina
The Distinguished Citizen,2016,Oscar Martínez,Male,Argentina
Desire,2017,Carolina Ardohain,Female,Argentina
La tutora,2016,Romina Pinto,Female,Argentina
Perdida,2018,Luisana Lopilato,Female,Argentina
The Quietude,2018,Martina Gusman,Female,Argentina
La Flor,2018,Elisa Carricajo,Female,Argentina
The Lighthouse of the Whales,2016,Maribel Verdú,Female,Argentina
The Accused,2018,Lali Espósito,Female,Argentina
Nobody's Watching,2017,Guillermo Pfening,Male,Argentina
Bromance,2016,Javier De Pietro,Male,Argentina
What the Waters Left Behind,2017,Agustín Pardella,Male,Argentina
Inseparables,2016,Oscar Martínez,Male,Argentina
A Decent Woman,2016,Iride Mockert,Female,Argentina
Alanis,2017,Sofía Gala Castiglione,Female,Argentina
Luciferina,2018,Sofía Del Tuffo,Female,Argentina
An Unexpected Love,2018,Ricardo Darín,Male,Argentina
Rojo,2018,Darío Grandinetti,Male,Argentina
All Inclusive,2018,Alan Sabbagh,Male,Argentina
Black Snow,2017,Leonardo Sbaraglia,Male,Argentina
You Shall Not Sleep,2018,Belén Rueda,Female,Argentina
Madly,2016,Radhika Apte,Female,Argentina
Invisible,2017,Mora Arenillas,Female,Argentina
We Are Thr3e,2018,Charly Etchévers,Male,Argentina
You Only Live Once,2017,Peter Lanzani,Male,Argentina
"Yo soy así, Tita de Buenos Aires",2017,Mercedes Funes,Female,Argentina
Animal,2018,Guillermo Francella,Male,Argentina
Super Crazy,2018,Natalia Oreiro,Female,Argentina
Crystal Eyes,2017,Silvia Montanari,Female,Argentina
Kóblic,2016,Ricardo Darín,Male,Argentina
White Blood,2018,Eva De Dominici,Female,Argentina
The Tenth Man,2016,Alan Sabbagh,Male,Argentina
"Murder Me, Monster",2018,Victor Lopez,Male,Argentina
Weekend,2016,María Ucedo,Male,Argentina
The Last Suit,2017,Miguel Ángel Solá,Male,Argentina
I Am Toxic,2018,Esteban Prol,Male,Argentina
Hypersomnia,2016,Yamila Saud,Male,Argentina
Mater,2017,Lautaro Perotti,Male,Argentina
Marilyn,2018,Walter Rodríguez,Male,Argentina
The Lost Brother,2017,Leonardo Sbaraglia,Male,Argentina
Amateur,2016,Alejandro Awada,Male,Argentina
Rara,2016,Julia Lübbert,Female,Argentina
Break,2018,Carla Peterson,Female,Argentina
Ten Days Without Mom,2017,Diego Peretti,Male,Argentina
Los Perros,2017,Antonia Zegers,Female,Argentina
A Family Submerged,2018,Mercedes Morán,Female,Argentina
"El Potro, lo mejor del amor",2018,Rodrigo Romero,Male,Argentina
The Idea of a Lake,2016,Carla Crespo,Female,Argentina
A Sort of Family,2017,Bárbara Lennie,Female,Argentina
I Married a Dumbass,2016,Adrián Suar,Male,Argentina
Human Surge,2016,Sergio Morosini,Male,Argentina
Princesita,2017,Sara Caballero,Male,Argentina
That's Not Cheating,2016,Lali Espósito,Female,Argentina
Vergel,2017,Camila Morgado,Female,Argentina
Erasmus: Not Everything Is Fun,2016,Sergi Galiano,Male,Argentina
Dead Man Tells His Own Tale,2016,Diego Gentile,Male,Argentina
Florianópolis Dream,2018,Mercedes Morán,Female,Argentina
Los que aman odian,2017,Juan Minujín,Male,Argentina
The Uncovering,2018,Michel Noher,Male,Argentina
I'm Gilda,2016,Natalia Oreiro,Female,Argentina
My Love or My Passion,2017,Adrián Suar,Male,Argentina
The Last Party,2016,Nicolás Vázquez,Male,Argentina
Killing Jesus,2017,Natasha Jaramillo,Male,Argentina
Hunting Season,2017,Germán Palacios,Male,Argentina
Leviatan,2016,Diego Alonso Gómez,Male,Argentina
The Suffering,2017,Justina Bustos,Female,Argentina
Solo el Amor,2018,Franco Masini,Male,Argentina
Hermia & Helena,2016,Agustina Muñoz,Male,Argentina
The Dilemma,2018,Leonardo Basanta,Male,Argentina
Casi leyendas,2017,Diego Peretti,Male,Argentina
Tigre,2017,Ornella D'Elía,Female,Argentina
